subcat1,name,height, gender
Actor,Jesse Birdsall,180.33,M
Actor,Pierre Bouvier,180.33,M
Actor,David Bradley,180.33,M
Actor,Doug Bradley,180.33,M
Actor,Beau Brady,180.33,M
Actor,Michael Brandon,180.33,M
Actor,Richard Branson,180.33,M
Actor,Gary Brooker,180.33,M
Actor,Ralph Brown,180.33,M
Actor,Jeremy Bulloch,180.33,M
Actor,George W Bush,180.33,M
Actor,Nick Cannon,180.33,M
Actor,Jimmy Carr,180.33,M
Actor,Jasper Carrott,180.33,M
Actor,Chris Casamassa,180.33,F
Actor,Shaun Cassidy,180.33,M
Actor,Guy Chadwick,180.33,M
Actor,Ben Chaplin,180.33,M
Actor,Josh Charles,180.33,M
Actor,Justin Chatwin,180.33,M
Actor,Eric Close,180.33,M
Actor,Gary Cole,180.33,M
Actor,Lewis Collins,180.33,M
Actor,Misha Collins,180.33,M
Actor,Jason Connery,180.33,M
Actor,Tom Conti,180.33,M
Actor,Barry Corbin,180.33,M
Actor,Tony Curran,180.33,M
Actor,Gary Daniels,180.33,M
Actor,Arthur Darvill,180.33,M
Actor,Larry David,180.33,M
Actor,Loren Dean,180.33,F
Actor,Reginald Denny,180.33,M
Actor,Andrew Dice Clay,180.33,M
Actor,DMX ,180.33,M
Actor,Jamie Dornan,180.33,F
Actor,Kenny Doughty,180.33,M
Actor,Brian Downey,180.33,M
Actor,Jean Dujardin,180.33,F
Actor,Roy Dupuis,180.33,M
Actor,Joel Edgerton,180.33,M
Actor,Mike Erwin,180.33,M
Actor,Donald Faison,180.33,M
Actor,Sean Faris,180.33,M
Actor,Michael Fassbender,180.33,M
Actor,Colin Ferguson,180.33,M
Actor,Jay R. Ferguson,180.33,M
Actor,Ralph Fiennes,180.33,M
Actor,Sean Patrick Flanery,180.33,M
Actor,Tom Fletcher,180.33,M
Actor,Glenn Ford,180.33,M
Actor,Bruce Forsyth,180.33,M
Actor,John Forsythe,180.33,M
Actor,Boy George,180.33,M
Actor,Barry Gibb,180.33,M
Actor,John Gielgud,180.33,M
Actor,Roland Gift,180.33,M
Actor,Paul Michael Glaser,180.33,M
Actor,Ron Glass,180.33,F
Actor,Adam Goldberg,180.33,M
Actor,Hugh Grant,180.33,M
Actor,David Gray,180.33,M
Actor,Macy Gray,180.33,F
Actor,Brian Austin Green,180.33,M
Actor,Jon Gries,180.33,M
Actor,Steven Grives,180.33,M
Actor,Ioan Gruffudd,180.33,M
Actor,Arsenio Hall,180.33,M
Actor,Jerry Hall,180.33,F
Actor,Desmond Harrington,180.33,M
Actor,Ethan Hawke,180.33,M
Actor,Nigel Hawthorne,180.33,M
Actor,Sean Hayes,180.33,M
Actor,Erin Heatherton,180.33,F
Actor,Richard Herd,180.33,M
Actor,Edward Hibbert,180.33,M
Actor,Michael Hogan,180.33,M
Actor,William Holden,180.33,M
Actor,Mick Hucknall,180.33,M
Actor,Sean Hughes,180.33,M
Actor,Jason Isaacs,180.33,M
Actor,Allen Iverson,180.33,M
Actor,Duncan James,180.33,M
Actor,Aaron Johnson,180.33,M
Actor,Jack Johnson,180.33,M
Actor,Orlando Jones,180.33,M
Actor,Alex Kapranos,180.33,F
Actor,Danny Kaye,180.33,M
Actor,David Keith,180.33,M
Actor,Jonathan Kerrigan,180.33,M
Actor,Taylor Kitsch,180.33,F
Actor,Kris Kristofferson,180.33,F
Actor,Joe Lando,180.33,M
Actor,Dan Lauria,180.33,M
Actor,Jude Law,180.33,M
Actor,Jaclyn Lee,180.33,F
Actor,Stan Lee,180.33,M
Actor,Jay Leno,180.33,M
Actor,Valerie Leon,180.33,F
Actor,Ted Levine,180.33,M
Actor,Jerry Lee Lewis,180.33,F
Actor,Gareth David Lloyd,180.33,M
Actor,Kristanna Loken,180.33,M
Actor,Jimmy Jean Louis,180.33,M
Actor,Todd Lowe,180.33,M
Actor,Derek Luke,180.33,M
Actor,Anthony Mackie,180.33,M
Actor,Patrick MacNee,180.33,M
Actor,Joe Mantegna,180.33,M
Actor,Mario ,180.33,M
Actor,Logan Marshall Green,180.33,F
Actor,Demetri Martin,180.33,F
Actor,James Mason,180.33,M
Actor,Rik Mayall,180.33,M
Actor,Matthew McConaughey,180.33,M
Actor,John McEnroe,180.33,M
Actor,Michael McKean,180.33,M
Actor,Ian McKellen,180.33,M
Actor,Ciaran McMenamin,180.33,M
Actor,Colm Meaney,180.33,M
Actor,George Michael,180.33,M
Actor,John Michie,180.33,M
Actor,Ricardo Montalban,180.33,M
Actor,Jim Morrison,180.33,M
Actor,Matthew Morrison,180.33,M
Actor,Morrissey ,180.33,M
Actor,Bill Moseley,180.33,M
Actor,Lochlyn Munro,180.33,M
Actor,Charles Napier,180.33,M
Actor,Tracey Needham,180.33,F
Actor,Franco Nero,180.33,M
Actor,James Nesbitt,180.33,M
Actor,Julie Newmar,180.33,F
Actor,Jack Nicklaus,180.33,M
Actor,Conor O'Farrell,180.33,M
Actor,Jason O'Mara,180.33,M
Actor,Chris Owens,180.33,F
Actor,Jimmy Page,180.33,M
Actor,Adrianne Palicki,180.33,F
Actor,Mandy Patinkin,180.33,F
Actor,Marti Pellow,180.33,M
Actor,Chris Penn,180.33,F
Actor,Brad Pitt,180.3,M
Actor,Anna Louise Plowman,180.33,F
Actor,William Powell,180.33,M
Actor,Tyrone Power,180.33,M
Actor,DJ Quik,180.33,M
Actor,Peter Reckell,180.33,M
Actor,Vanessa Redgrave,180.33,F
Actor,Eddie Redmayne,180.33,M
Actor,Oliver Reed,180.33,M
Actor,Vic Reeves,180.33,F
Actor,Burt Reynolds,180.33,M
Actor,Ving Rhames,180.33,M
Actor,Jake Richardson,180.33,M
Actor,Lionel Richie,180.33,M
Actor,Adam Rickitt,180.33,M
Actor,John Ritter,180.33,M
Actor,Seth Rogen,180.33,M
Actor,Mark Rolston,180.33,M
Actor,Rebecca Romijn,180.33,F
Actor,Mickey Rourke,180.33,F
Actor,Bill Sage,180.33,M
Actor,Julian Sands,180.33,M
Actor,Peter Sarsgaard,180.33,M
Actor,Maximilian Schell,180.33,M
Actor,Claudia Schiffer,180.33,F
Actor,Phillip Schofield,180.33,M
Actor,Campbell Scott,180.33,M
Actor,Jerry Seinfeld,180.33,F
Actor,Omar Sharif,180.33,M
Actor,Judi Shekoni,180.33,F
Actor,Brooke Shields,180.33,F
Actor,Tom Skerritt,180.33,M
Actor,Scott Speedman,180.33,M
Actor,Hugo Speer,180.33,M
Actor,Sebastian Stan,180.33,M
Actor,Kevin Stapleton,180.33,M
Actor,Nicole Steinwedell,180.33,F
Actor,Jason Stuart,180.33,M
Actor,Ice T,180.33,M
Actor,Cary Hiroyuki Tagawa,180.33,F
Actor,Uma Thurman,180.33,F
Actor,Connor Trinneer,180.33,M
Actor,Alan Tudyk,180.33,M
Actor,Daniel Von Bargen,180.33,M
Actor,Robert Wagner,180.33,M
Actor,Rufus Wainwright,180.33,M
Actor,Tom Waits,180.33,M
Actor,Anna Walton,180.33,F
Actor,Michael Warren,180.33,M
Actor,Sigourney Weaver,180.33,M
Actor,Simon Webbe,180.33,M
Actor,Mark Webber,180.33,M
Actor,Scott Weiland,180.33,M
Actor,Vernon Wells,180.33,M
Actor,Rebecca Wheatley,180.33,F
Actor,Wade Williams,180.33,M
Actor,Bokeem Woodbine,180.33,M
Actor,James Woods,180.33,M
Actor,Will Young,180.33,M
Actor,Alex Zahara,180.33,F
Actor,Ian Ziering,180.33,M
Actor,Keiko Agena,154.94,F
Actor,Silvana Arias,154.94,F
Actor,Imogen Bailey,154.94,F
Actor,Kristen Bell,154.94,F
Actor,Rachel Bilson,154.94,F
Actor,Abigail Breslin,154.94,F
Actor,Kellie Bright,154.94,F
Actor,Charnele Brown,154.94,F
Actor,Emily Browning,154.94,F
Actor,Rebecca Budig,154.94,F
Actor,Emma Bunton,154.94,F
Actor,Sarah Cawood,154.94,F
Actor,Andrea Corr,154.94,F
Actor,Caroline Dhavernas,154.94,F
Actor,Eileen Dietz,154.94,F
Actor,Hilary Duff,154.94,F
Actor,Missy Elliott,154.94,F
Actor,Danielle Fishel,154.94,F
Actor,Carrie Fisher,154.94,F
Actor,Samantha Fox,154.94,F
Actor,Connie Francis,154.94,F
Actor,Soleil Moon Frye,154.94,F
Actor,Janeane Garofalo,154.94,F
Actor,Sara Gilbert,154.94,F
Actor,Nancy Grace,154.94,F
Actor,Geri Halliwell,154.94,F
Actor,Danielle Harmer,154.94,F
Actor,Rachael Harris,154.94,F
Actor,Lindsey Haun,154.94,F
Actor,Vanessa Anne Hudgens,154.94,F
Actor,Marianne Jean Baptiste,154.94,F
Actor,Sinead Keenan,154.94,F
Actor,Anna Kendrick,154.94,F
Actor,Brooke Kinsella,154.94,F
Actor,Angela Kinsey,154.94,F
Singer,Lady Gaga,154.94,F
Singer,Christine Lakin,154.94,F
Singer,Bonnie Langford,154.94,F
Singer,Julia Ling,154.94,F
Singer,Tara Lipinski,154.94,F
Singer,Susan Lucci,154.94,F
Singer,Justina Machado,154.94,F
Singer,Skye McCole Bartusiak,154.94,F
Singer,Michelle McManus,154.94,F
Singer,Bette Midler,154.94,F
Singer,Beverley Mitchell,154.94,F
Singer,Kelly Monaco,154.94,F
Singer,Tina O'Brien,154.94,F
Singer,Ellen Page,154.94,F
Singer,Roxanne Pallett,154.94,F
Singer,Courtney Peldon,154.94,F
Singer,Mary Kay Place,154.94,F
Singer,Nathalie Press,154.94,F
Singer,Debbie Reynolds,154.94,F
Singer,Nicole Richie,154.94,F
Singer,Joan Rivers,154.94,F
Singer,Julie Roberts,154.94,F
Singer,Mickey Rooney,154.94,F
Singer,Christopher Ryan,154.94,M
Singer,Cassie Scerbo,154.94,F
Singer,Suzanne Shaw,154.94,F
Singer,Sherri Shepherd,154.94,F
Singer,Lucie Silvas,154.94,F
Singer,Samia Smith,154.94,F
Singer,Samantha Spiro,154.94,F
Singer,Sally Struthers,154.94,F
Singer,Antonia Thomas,154.94,F
Singer,Jasmine Trias,154.94,F
Singer,Alanna Ubach,154.94,F
Singer,Alexa Vega,154.94,F
Singer,Jessie Wallace,154.94,F
Singer,Jane Wiedlin,154.94,F
Singer,Jaime Winstone,154.94,F
Singer,Natalie Wood,154.94,F
Singer,Shannon Woodward,154.94,F
Singer,Kaye Wragg,154.94,F
Singer,Aimee Duffy,158.11,F
Singer,Renee Olstead,158.11,F
Singer,Gillian Anderson,158.75,F
Singer,Shiri Appleby,158.75,F
Singer,Selma Blair,158.75,F
Singer,Kerry Butler,158.75,F
Singer,Colleen Camp,158.75,F
Singer,Jillian Cares,158.75,F
Singer,Luciana Carro,158.75,F
Singer,Nick Cravat,158.75,M
Singer,Haylie Duff,158.75,F
Singer,Carmen Electra,158.75,F
Singer,David Faustino,158.75,M
Singer,Stacy Ferguson,158.75,F
Singer,Sally Field,158.75,F
Singer,Maria Friedman,158.75,F
Singer,Sarah Michelle Gellar,158.75,F
Singer,Reagan Gomez Preston,158.75,F
Singer,Katerina Graham,158.75,F
Singer,Jill Halfpenny,158.75,F
Singer,Lauryn Hill,158.75,F
Singer,Jordan Hinson,158.75,F
Singer,Felicity Jones,158.75,F
Singer,Sabrina Lloyd,158.75,F
Singer,Lisa Loeb,158.75,F
Singer,Demi Lovato,158.75,F
Singer,Evanna Lynch,158.75,F
Singer,Vanessa Marano,158.75,F
Singer,Kelly McDonald,158.75,F
Singer,Kristy McNichol,158.75,F
Singer,Rachel Miner,158.75,F
Singer,Dudley Moore,158.75,M
Singer,Naoko Mori,158.75,F
Singer,Elisabeth Moss,158.75,F
Singer,Brittany Murphy,158.75,F
Singer,Becki Newton,158.75,F
Singer,Emily Osment,158.75,F
Singer,Sarah Jessica Parker,158.75,F
Singer,Gail Porter,158.75,F
Singer,Rachael Ray,158.75,F
Singer,Elizabeth Reaser,158.75,F
Singer,Judy Reyes,158.75,F
Singer,Kelly Ripa,158.75,F
Singer,Britt Robertson,158.75,F
Singer,Katie Saylor,158.75,F
Singer,Jessica Simpson,158.75,F
Singer,Brittany Snow,158.75,F
Singer,Tara Strong,158.75,F
Singer,Una Stubbs,158.75,F
Singer,Raven Symone,158.75,F
Singer,Juno Temple,158.75,F
Singer,Toni Trucks,158.75,F
Singer,Rachel True,158.75,F
Singer,Bonnie Tyler,158.75,F
Singer,Nora Zehetner,158.75,F
Singer,Constance Zimmer,158.75,F
Singer,Julia Louis Dreyfus,159.38,F
Singer,Lisa Vidal,159.38,F
Singer,Amy Winehouse,159.38,F
Singer,Freema Agyeman,157.48,F
Singer,Kacey Ainsworth,157.48,F
Singer,Debbie Allen,157.48,F
Singer,Lily Allen,157.48,F
Singer,Tori Amos,157.48,F
Singer,Anastacia ,157.48,F
Singer,Gabrielle Anwar,157.48,F
Singer,Claire Hope Ashitey,157.48,F
Singer,Coco Austin,157.48,F
Singer,Sherri Austin,157.48,F
Singer,Fairuza Balk,157.48,F
Singer,Adrienne Barbeau,157.48,F
Singer,Linda Blair,157.48,F
Singer,Brenda Blethyn,157.48,F
Singer,Ann Blyth,157.48,F
Singer,Helena Bonham Carter,157.48,F
Singer,Nicola Bryant,157.48,F
Singer,Candace Cameron Bure,157.48,F
Singer,Marilyn Burns,157.48,F
Singer,Susan Cabot,157.48,F
Singer,Keisha Castle Hughes,157.48,F
Singer,Lacey Chabert,157.48,F
Singer,Anna Chlumsky,157.48,F
Singer,Petula Clark,157.48,F
Singer,Emilia Clarke,157.48,F
Singer,Jenna Louise Coleman,157.48,F
Singer,Monique Coleman,157.48,F
Singer,Lauren Collins,157.48,F
Singer,Pauline Collins,157.48,F
Singer,Holly Marie Combs,157.48,F
Singer,Rachael Leigh Cook,157.48,F
Singer,Emily Corrie,157.48,F
Singer,Nikka Costa,157.48,F
Singer,Beverly D'Angelo,157.48,F
Singer,Patrika Darbo,157.48,F
Singer,Lucy Davis,157.48,F
Singer,Darcy De Moss,157.48,F
Singer,Jenna Dewan Tatum,157.48,F
Singer,Melonie Diaz,157.48,F
Singer,Ani DiFranco,157.48,F
Singer,Beth Ditto,157.48,F
Singer,Shannen Doherty,157.48,F
Singer,Karyn Dwyer,157.48,F
Singer,Mireille Enos,157.48,F
Singer,Enya ,157.48,F
Singer,Melissa Etheridge,157.48,F
Singer,Pamelyn Ferdin,157.48,F
Singer,Isla Fisher,157.48,F
Singer,Laura Fraser,157.48,F
Singer,Nelly Furtado,157.48,F
Singer,Eva Gabor,157.48,F
Singer,Jenette Goldstein,157.48,F
Singer,Karen Lynn Gorney,157.48,F
Actor,Lucy Hale,157.48,F
Actor,Lisa Gay Hamilton,157.48,F
Comedian,Kevin Hart,157.48,M
Comedian,Melissa Joan Hart,157.48,F
Comedian,Alexa Havins,157.48,F
Comedian,Jill Haworth,157.48,F
Comedian,Patricia Heaton,157.48,F
Comedian,Rebecca Herbst,157.48,F
Comedian,Jennifer Love Hewitt,157.48,F
Comedian,Jane Horrocks,157.48,F
Comedian,Holly Hunter,157.48,F
Comedian,Sarah Hyland,157.48,F
Athlete,Mickie James,157.48,F
Athlete,Carly Rae Jepsen,157.48,F
Athlete,Amy Jo Johnson,157.48,F
Athlete,Carol Kane,157.48,F
Model,Kim Kardashian,157.5,F
Model,Mia Kirshner,157.48,F
Model,LaLaine ,157.48,F
Model,Adam Lamberg,157.48,M
Model,Marit Larsen,157.48,F
Model,Melanie Laurent,157.48,F
Model,Lisa Scott Lee,157.48,F
Model,Angela Little,157.48,F
Model,Alison Lohman,157.48,F
Model,Nia Long,157.48,F
Model,Josie Loren,157.48,F
Model,Ophelia Lovibond,157.48,F
Model,Patti LuPone,157.48,F
Model,Loretta Lynn,157.48,F
Model,Loretta Lynn,157.48,F
Model,Taryn Manning,157.48,F
Model,Jane March,157.48,F
Model,Jodie Marsh,157.48,F
Model,Kellie Martin,157.48,F
Model,Lisa Maxwell,157.48,F
Model,Melissa McCarthy,157.48,F
Model,Katie Melua,157.48,F
Model,Melinda Messenger,157.48,F
Model,Ari Meyers,157.48,M
Model,Lea Michele,157.48,F
Model,Christina Milian,157.48,F
Model,Nicki Minaj,157.48,F
Model,Dannii Minogue,157.48,F
Model,Georgia Moffett,157.48,F
Model,Heidi Montag,157.48,F
Model,Allison Munn,157.48,F
Model,Devon Murray,157.48,F
Athlete,Rey Mysterio,157.4,M
Athlete,Parminder Nagra,157.48,M
Athlete,Jasika Nicole,157.48,M
Athlete,Lani O'Grady,157.48,F
Athlete,Dolores O'Riordan,157.48,F
Athlete,Susan Olsen,157.48,F
Athlete,Kelly Osbourne,157.48,F
Athlete,Sharon Osbourne,157.48,F
Athlete,Joanna Page,157.48,F
Athlete,Paula Jai Parker,157.48,F
Athlete,Nia Peeples,157.48,F
Singer,Bernadette Peters,157.48,F
Singer,Liz Phair,157.48,F
Singer,Amy Poehler,157.48,F
Singer,Lisa Marie Presley,157.48,F
Musician,Prince ,157.48000000000002,M
Musician,Emily Procter,157.48,F
Musician,Heidi Range,157.48,F
Musician,Annasophia Robb,157.48,F
Musician,Linda Ronstadt,157.48,F
Musician,Anika Noni Rose,157.48,F
Musician,Teryl Rothery,157.48,F
Musician,Debra Jo Rupp,157.48,F
Musician,Laura San Giacomo,157.48,F
Musician,Kiele Sanchez,157.48,F
Musician,Amanda Seyfried,157.48,F
Musician,Rekha Sharma,157.48,F
Musician,Wallace Shawn,157.48,M
Musician,Adele Silva,157.48,F
Musician,Paul Simon,157.48,M
Musician,Marla Sokoloff,157.48,F
Musician,Jimmy Somerville,157.48,M
Musician,Sissy Spacek,157.48,F
Musician,Octavia Spencer,157.48,F
Musician,Cassie Steele,157.48,F
Musician,Danny Strong,157.48,M
Musician,Zoe Tapper,157.48,F
Musician,Shirley Temple,157.48,F
Musician,Sandi Thom,157.48,F
Musician,Trina ,157.48,F
Musician,K.T. Tunstall,157.48,F
Musician,Guinevere Turner,157.48,F
Musician,Ruby Turner,157.48,F
Musician,Brooke Valentine,157.48,F
Musician,Christina Vidal,157.48,F
Musician,Nina Wadia,157.48,F
Musician,Julie Warner,157.48,F
Musician,Hannah Waterman,157.48,F
Musician,Ruby Wax,157.48,F
Musician,Joanne Whalley,157.48,F
Musician,Malinda Williams,157.48,F
Musician,Paul Williams,157.48,M
Musician,Leanne Wilson,157.48,F
Musician,Emily Woof,157.48,F
Musician,Angus Young,157.48,M
Musician,Jillian Barberie,160.65,F
Musician,Vanessa Paradis,160.65,F
Musician,Annabella Sciorra,160.65,F
Musician,Amy Adams,161.29,F
Musician,Samaire Armstrong,161.29,F
Musician,Angela Bassett,161.29,F
Musician,Kate Beahan,161.29,F
Musician,Bonnie Bedelia,161.29,F
Musician,Julie Benz,161.29,F
Musician,Kate Bush,161.29,F
Musician,Matt Bush,161.29,M
Musician,Emma Caulfield,161.29,F
Musician,Kelly Clarkson,161.29,F
Musician,Claire Coffee,161.29,F
Musician,Bette Davis,161.29,F
Musician,Sammy Davis Jr,161.29,F
Actor,Kat Dennings,161.29,F
Actor,Joyce DeWitt,161.29,F
Actor,Jermaine Dupri,161.29,M
Actor,Susan Egan,161.29,F
Actor,Ruth England,161.29,F
Actor,Barbara Bel Geddes,161.29,F
Actor,Jessalyn Gilsig,161.29,F
Actor,Valerie Gogan,161.29,F
Actor,Tracey Gold,161.29,F
Actor,Lucy Gutteridge,161.29,F
Actor,Deborah Harry,161.29,F
Actor,Lucy Jo Hudson,161.29,F
Actor,Janet Jackson,161.29,F
Actor,JoJo ,161.29,F
Actor,Gladys Knight,161.29,F
Actor,Ricki Lake,161.29,F
Actor,Heather Langenkamp,161.29,F
Actor,Amy Lee,161.29,F
Actor,Vivien Leigh,161.29,F
Actor,Madonna ,161.29,F
Actor,Mia Maestro,161.29,F
Actor,Lauren Maltby,161.29,F
Actor,Hayley Mills,161.29,F
Actor,Julianne Moore,161.29,F
Actor,Niecy Nash,161.29,F
Actor,Marie Osmond,161.29,F
Actor,Patton Oswalt,161.29,M
Actor,Anna Popplewell,161.29,F
Actor,Priscilla Presley,161.29,F
Actor,Autumn Reeser,161.29,F
Actor,Amerie Rogers,161.29,F
Actor,Emma Samms,161.29,F
Actor,Leo Sayer,161.29,M
Actor,Jane Seymour,161.29,F
Actor,Sarah Shahi,161.29,F
Actor,George E. Stone,161.29,M
Actor,Elizabeth Taylor,161.29,F
Actor,Bella Thorne,161.29,F
Model,Alessandra Ambrosio ,177.6,F
Model,Keegan Connor Tracy,161.29,M
Model,Lana Turner,161.29,F
Model,Shania Twain,161.29,F
Model,Bobby Valentino,161.29,M
Model,Lynn Whitfield,161.29,F
Model,Sarah Alexander,161.92,F
Model,Shari Belafonte,161.92,F
Model,Cecilia Cara,161.92,F
Model,Bo Derek,161.92,F
Model,Frances Fisher,161.92,F
Model,Roberta Flack,161.92,F
Model,Anna Friel,161.92,F
Model,Beverley Knight,161.92,F
Model,Annette O'Toole,161.92,F
Model,Romy Schneider,161.92,F
Model,Eriko Tamura,161.92,F
Model,Ashanti ,160.02,F
Model,Ling Bai,160.02,F
Model,Drew Barrymore,160.02,M
Model,Kathy Bates,160.02,F
Model,Naima Belkhaiti,160.02,F
Model,Anna Belknap,160.02,F
Model,Mary Kay Bergman,160.02,F
Model,Crystal Bernard,160.02,F
Model,Valerie Bertinelli,160.02,F
Model,Sofia Black D'Elia,160.02,F
Model,Jessica Bowman,160.02,F
Model,Leah Bracknell,160.02,F
Other,Alice Braga,160.02,F
Other,Louise Brealey,160.02,F
Other,Dannielle Brent,160.02,F
Other,Liz May Brice,160.02,F
Actor,Alison Brie,160.02,F
Actor,Keisha Buchanan,160.02,F
Actor,Cordelia Bugeja,160.02,F
Actor,Kathy Burke,160.02,F
Actor,Clare Calbraith,160.02,F
Actor,Irene Cara,160.02,F
Actor,Linda Cardellini,160.02,F
Actor,Kristin Cavallari,160.02,F
Actor,Stockard Channing,160.02,F
Actor,Emmanuelle Chriqui,160.02,F
Actor,Julie Christie,160.02,F
Actor,Cheryl Cole,160.02,F
Actor,Scout Taylor Compton,160.02,F
Actor,Yvonne Craig,160.02,F
Actor,Sheryl Crow,160.02,F
Actor,Maddy Curley,160.02,F
Actor,Jane Danson,160.02,F
Actor,Ken Davitian,160.02,M
Actor,Diana DeGarmo,160.02,F
Actor,Sandra Dickinson,160.02,F
Actor,Ami Dolenz,160.02,F
Actor,Olympia Dukakis,160.02,F
Actor,Beatie Edney,160.02,F
Actor,Skye Edwards,160.02,F
Actor,Janet Ellis,160.02,F
Actor,Dakota Fanning,160.02,F
Actor,Glenda Farrell,160.02,F
Actor,Farah Fath,160.02,F
Actor,Tovah Feldshuh,160.02,F
Actor,Sherilyn Fenn,160.02,F
Actor,Conchata Ferrell,160.02,F
Actor,Helen Flanagan,160.02,F
Actor,Jodie Foster,160.02,F
Actor,Bonnie Franklin,160.02,F
Actor,Bonita Friedericy,160.02,F
Actor,Jo Frost,160.02,F
Actor,Isabelle Fuhrman,160.02,F
Actor,Sarah Gadon,160.02,F
Actor,Bronagh Gallagher,160.02,F
Actor,Kate Garraway,160.02,F
Actor,Meagan Good,160.02,F
Actor,Seth Green,160.02,M
Actor,Jennifer Grey,160.02,F
Actor,Kathy Griffin,160.02,F
Actor,Shenae Grimes,160.02,F
Actor,Vida Guerra,160.02,F
Actor,Sally Hawkins,160.02,F
Actor,Melvyn Hayes,160.02,M
Actor,Florence Henderson,160.02,F
Actor,Kelly Holmes,160.02,F
Actor,Julianne Hough,160.02,F
Actor,Miko Hughes,160.02,F
Actor,Kim Hunter,160.02,F
Actor,Olivia Hussey,160.02,F
Actor,Natalie Imbruglia,160.02,F
Actor,Jenna Jameson,160.02,F
Actor,Jennifer Jason Leigh,160.02,F
Actor,Ashley Jensen,160.02,F
Actor,Scarlett Johansson,160.02,F
Actor,Davy Jones,160.02,M
Actor,Rashida Jones,160.02,F
Actor,Malese Jow,160.02,F
Actor,Emily Joyce,160.02,F
Actor,Mindy Kaling,160.02,F
Actor,Kerry Katona,160.02,F
Actor,Q'Orianka Kilcher,160.02,F
Actor,Regina King,160.02,F
Actor,Kristin Kreuk,160.02,F
Actor,Michelle Krusiec,160.02,F
Actor,Valerie Landsburg,160.02,F
Actor,Cyndi Lauper,160.02,F
Actor,Linda Lavin,160.02,F
Actor,Bethany Joy Lenz,160.02,F
Actor,Jennifer Lien,160.02,F
Actor,Iyari Limon,160.02,F
Actor,Nils Lofgren,160.02,M
Actor,Gina Lollobrigida,160.02,F
Actor,Peter Lorre,160.02,M
Actor,Natasha Lyonne,160.02,F
Actor,Vanessa Mae,160.02,F
Actor,Kate Mara,160.02,F
Actor,Rooney Mara,160.02,F
Actor,Vanessa Marcil,160.02,F
Actor,Charlotte Martin,160.02,F
Actor,Heather Matarazzo,160.02,F
Actor,Marlee Matlin,160.02,F
Actor,Maureen McCormick,160.02,F
Actor,Helen McCrory,160.02,F
Actor,Rose McGowan,160.02,F
Actor,Colleen McLoughlin,160.02,F
Actor,Daniella Monet,160.02,F
Actor,Erin Moran,160.02,F
Actor,Marguerite Moreau,160.02,F
Actor,Chloe Moretz,160.02,F
Actor,Pat Morita,160.02,F
Actor,Ellen Muth,160.02,F
Actor,Ming Na,160.02,F
Actor,Elise Neal,160.02,F
Actor,Jaime Ray Newman,160.02,F
Actor,Thandie Newton,160.02,F
Actor,Nichelle Nichols,160.02,F
Actor,Nora Jane Noone,160.02,F
Actor,Jill Novick,160.02,F
Actor,Bill Oddie,160.02,M
Actor,Valery Ortiz,160.02,M
Actor,Elsa Pataky,160.02,F
Actor,Jacqueline Pearce,160.02,F
Actor,Emma Pierson,160.02,F
Actor,Pink ,160.02,F
Actor,Natalie Portman,160.5,F
Actor,Annie Potts,160.02,F
Actor,Caroline Quentin,160.02,F
Actor,Laura Ramsey,160.02,F
Actor,Louise Nurding Redknapp,160.02,F
Actor,Leah Remini,160.02,F
Actor,Fay Ripley,160.02,F
Actor,Chita Rivera,160.02,F
Actor,Holland Roden,160.02,F
Actor,Jemima Rooper,160.02,F
Actor,Charlotte Ross,160.02,F
Actor,Winona Ryder,160.02,F
Actor,Ludivine Sagnier,160.02,F
Actor,Julia Sawalha,160.02,F
Actor,Prunella Scales,160.02,F
Actor,Martin Scorsese,160.02,M
Actor,Elisabeth Shue,160.02,F
Actor,Jamie Lynn Sigler,160.02,F
Actor,Nancy Sinatra,160.02,F
Actor,Marina Sirtis,160.02,F
Actor,Shawnee Smith,160.02,F
Actor,Tara Spencer Nairn,160.02,F
Actor,Dusty Springfield,160.02,F
Actor,Dawn Steele,160.02,F
Actor,Angie Stone,160.02,F
Actor,Lauren Storm,160.02,F
Actor,Kirsten Storms,160.02,F
Actor,Tinchy Stryder,160.02,F
Actor,Audrey Tautou,160.02,F
Actor,Olivia Thirlby,160.02,F
Actor,Lea Thompson,160.02,F
Actor,Ashley Tisdale,160.02,F
Actor,Darlene Tompkins,160.02,F
Actor,Lacey Turner,160.02,F
Actor,Carrie Underwood,160.02,F
Actor,Dita Von Teese,160.02,F
Actor,Julie Walters,160.02,F
Actor,Alfre Woodard,160.02,F
Actor,Victoria Beckham,163.19,F
Actor,Kimberly Caldwell,163.19,F
Actor,Erica Cerra,163.19,F
Actor,Erika Christensen,163.19,F
Actor,Miranda Cosgrove,163.19,F
Actor,Regina Hall,163.19,F
Actor,Rachel Luttrell,163.19,F
Actor,Britney Spears,163.19,F
Actor,Isabelle Adjani,163.83,F
Actor,Jason Alexander,163.83,M
Actor,Nancy Allen,163.83,F
Actor,Chloe Annett,163.83,F
Actor,Frances Barber,163.83,F
Actor,Jennifer Blanc,163.83,F
Actor,Mary J. Blige,163.83,F
Actor,Leah Cairns,163.83,F
Actor,Tisha Campbell,163.83,F
Actor,Sarah Carter,163.83,F
Actor,Tracy Chapman,163.83,F
Actor,Charlotte Church,163.83,F
Actor,Patricia Clarkson,163.83,F
Actor,Glenn Close,163.83,M
Actor,Didi Conn,163.83,M
